SamplingOperations_code,Group
S06300600_20120719,Group 3
S06300600_20130814,Group 3
S06300600_20140526,Group 3
S06300620_20160726,Group 4
S06300620_20170523,Group 4
S06300620_20180627,Group 4
S06300620_20190424,Group 4
S06300620_20200427,Group 4
S06300620_20210401,Group 4
S06310200_20080805,Group 4
S06310200_20090724,Group 4
S06310200_20110825,Group 4
S06310200_20120724,Group 4
S06310200_20130807,Group 4
S06310200_20140625,Group 4
S06310200_20150608,Group 4
S06310200_20160913,Group 4
S06310200_20170629,Group 4
S06310200_20180628,Group 4
S06310200_20190827,Group 4
S06310200_20200527,Group 4
S06310200_20210817,Group 4
S06310200_20220608,Group 4
S06310200_20230525,Group 4
S06310220_20190416,Group 4
S06310225_20190416,Group 4
S06320220_20120907,Group 4
S06320220_20130620,Group 4
S06320220_20170523,Group 4
S06320220_20190417,Group 4
S06320220_20220329,Group 4
S06320220_20230421,Group 4
S06330240_20220920,Group 2
S06341230_20130819,Group 2
S06341230_20140905,Group 2
S06341230_20150721,Group 2
S06341230_20170706,Group 2
S06341230_20190716,Group 2
S06341230_20220614,Group 2
S06341230_20230620,Group 2
S06341240_20130819,Group 2
S06341240_20140905,Group 2
S06341240_20150721,Group 2
S06341240_20170704,Group 2
S06341240_20220614,Group 2
S06341240_20230620,Group 2
S06341260_20130625,Group 3
S06341260_20140618,Group 3
S06341260_20150630,Group 3
S06341300_20130822,Group 2
S06341300_20140904,Group 2
S06341300_20150905,Group 2
S06341300_20190704,Group 2
S06341340_20130821,Group 2
S06341340_20140904,Group 2
S06341340_20150905,Group 2
S06341340_20190906,Group 2
S06341385_20130820,Group 2
S06341410_20130820,Group 2
S06341410_20210630,Group 2
S06341420_20130615,Group 3
S06341420_20210630,Group 3
S06341450_20130821,Group 2
S06341450_20220726,Group 2
S06341460_20130821,Group 3
S06341460_20220614,Group 3
S06341470_20130821,Group 3
S06341470_20140828,Group 3
S06341470_20150908,Group 3
S06341470_20190905,Group 3
S06341470_20220726,Group 3
S06341490_20130921,Group 3
S06341490_20140828,Group 3
S06341490_20150908,Group 3
S06341490_20190905,Group 3
S06341510_20130921,Group 3
S06341510_20140827,Group 3
S06341510_20150909,Group 3
S06341550_20130821,Group 3
S06341550_20140828,Group 3
S06341550_20150908,Group 3
S06341550_20190905,Group 3
S06341580_20130822,Group 3
S06341590_20130822,Group 3
S06341610_20130904,Group 2
S06341630_20130819,Group 2
S06341630_20211108,Group 2
S06342100_20170420,Group 3
S06400012_20100913,Group 2
S06400012_20110629,Group 2
S06400012_20120726,Group 2
S06400012_20130928,Group 2
S06400012_20140703,Group 2
S06400012_20150603,Group 2
S06400012_20160802,Group 2
S06400012_20170912,Group 2
S06400012_20180718,Group 2
S06400012_20190918,Group 2
S06400012_20200916,Group 2
S06400012_20210902,Group 2
S06400012_20220725,Group 2
S06400085_20150715,Group 2
S06400085_20160705,Group 2
S06404500_20080807,Group 3
S06404500_20090722,Group 3
S06404500_20100707,Group 3
S06404500_20110908,Group 3
S06404500_20120605,Group 3
S06404500_20130730,Group 3
S06404500_20140701,Group 3
S06404800_20080826,Group 3
S06404800_20090722,Group 3
S06404800_20100706,Group 3
S06404800_20140630,Group 3
S06404800_20150608,Group 3
S06404800_20220609,Group 3
S06404800_20230705,Group 3
S06405950_20080718,Group 3
S06405950_20100705,Group 3
S06405950_20120605,Group 3
S06405950_20130730,Group 3
S06405950_20140701,Group 3
S06405950_20150608,Group 3
S06405950_20160926,Group 3
S06405950_20170830,Group 3
S06405950_20180619,Group 3
S06405950_20190613,Group 3
S06405950_20200812,Group 3
S06405950_20220610,Group 3
S06406400_20120730,Group 4
S06406400_20130625,Group 4
S06406400_20140623,Group 4
S06406400_20150608,Group 4
S06406400_20160831,Group 4
S06406400_20170622,Group 4
S06406400_20180713,Group 4
S06406400_20190722,Group 4
S06406400_20200727,Group 4
S06406400_20210611,Group 4
S06406400_20220701,Group 4
S06407130_20170825,Group 2
S06407140_20170823,Group 2
S06407200_20170804,Group 2
S06407210_20170822,Group 2
S06409950_20080807,Group 3
S06409950_20090703,Group 3
S06409950_20150602,Group 3
S06410400_20120709,Group 3
S06410400_20130703,Group 3
S06410400_20140611,Group 3
S06410400_20150603,Group 3
S06410400_20160524,Group 3
S06410400_20170424,Group 3
S06410400_20190515,Group 3
S06410400_20200420,Group 3
S06410450_20080826,Group 3
S06410450_20090703,Group 3
S06410450_20100630,Group 3
S06410450_20110908,Group 3
S06410450_20120605,Group 3
S06410450_20130729,Group 3
S06410450_20140630,Group 3
S06410450_20150602,Group 3
S06411350_20090727,Group 3
S06411350_20100701,Group 3
S06411350_20110901,Group 3
S06411350_20130730,Group 3
S06411350_20140701,Group 3
S06411400_20210421,Group 3
S06411400_20220526,Group 3
S06412200_20080806,Group 3
S06412200_20090727,Group 3
S06412200_20150608,Group 3
S06412200_20160926,Group 3
S06412200_20170830,Group 3
S06412200_20180627,Group 3
S06412200_20190823,Group 3
S06412200_20200605,Group 3
S06412200_20210421,Group 3
S06412200_20220624,Group 3
S06412200_20230704,Group 3
S06413240_20120604,Group 3
S06413240_20130730,Group 3
S06413240_20150608,Group 3
S06413240_20160912,Group 3
S06413240_20170621,Group 3
S06413240_20180911,Group 3
S06413240_20190722,Group 3
S06413240_20200727,Group 3
S06413240_20210503,Group 3
S06413240_20220722,Group 3
S06413450_20210421,Group 3
S06413450_20220526,Group 3
S06413450_20230704,Group 3
S06416300_20080731,Group 3
S06416300_20090727,Group 3
S06416300_20100702,Group 3
S06416300_20110902,Group 3
S06416300_20120606,Group 3
S06416300_20130731,Group 3
S06416300_20140701,Group 3
S06416300_20150609,Group 3
S06416300_20160913,Group 3
S06416300_20170830,Group 3
S06416300_20180627,Group 3
S06416300_20190611,Group 3
S06416300_20200605,Group 3
S06416300_20210421,Group 3
S06416300_20220527,Group 3
S06416300_20230704,Group 3
S06416450_20150609,Group 3
S06416450_20160913,Group 3
S06416450_20170915,Group 3
S06416450_20180627,Group 3
S06416450_20200605,Group 3
S06416450_20210429,Group 3
S06416450_20220527,Group 3
S06416450_20230705,Group 3
S06416550_20080730,Group 3
S06416550_20090729,Group 3
S06416550_20100715,Group 3
S06416550_20110825,Group 3
S06416550_20120606,Group 3
S06416550_20130725,Group 3
S06416550_20140604,Group 3
S06416550_20150603,Group 3
S06416550_20160913,Group 3
S06416550_20170705,Group 3
S06416550_20180912,Group 3
S06416550_20190611,Group 3
S06416550_20210422,Group 3
S06416550_20220428,Group 3
S06416550_20230622,Group 3
S06416910_20080922,Group 3
S06416910_20090721,Group 3
S06416910_20110823,Group 3
S06416910_20120606,Group 3
S06416910_20140604,Group 3
S06416910_20150604,Group 3
S06416910_20160913,Group 3
S06416910_20170705,Group 3
S06416910_20180913,Group 3
S06416910_20190611,Group 3
S06416910_20200811,Group 3
S06416910_20210830,Group 3
S06416910_20220608,Group 3
S06416910_20230621,Group 3
S06425800_20100707,Group 3
S06425800_20120731,Group 3
S06425800_20130626,Group 3
S06425800_20140624,Group 3
S06425800_20150609,Group 3
S06425800_20160916,Group 3
S06425800_20170914,Group 3
S06425800_20180629,Group 3
S06425800_20190613,Group 3
S06425800_20200423,Group 3
S06425800_20210422,Group 3
S06425800_20220603,Group 3
S06425800_20230711,Group 3
S06426000_20080716,Group 3
S06426000_20090723,Group 3
S06426000_20100708,Group 3
S06426000_20110825,Group 3
S06426000_20120604,Group 3
S06426000_20130806,Group 3
S06426000_20140624,Group 3
S06426000_20160916,Group 3
S06426000_20170914,Group 3
S06426000_20190613,Group 3
S06426000_20200423,Group 3
S06426000_20210422,Group 3
S06426000_20220603,Group 3
S06426000_20230608,Group 3
S06428800_20080807,Group 3
S06428800_20090723,Group 3
S06428800_20100707,Group 3
S06428800_20110831,Group 3
S06428800_20120731,Group 3
S06428800_20140623,Group 3
S06428800_20150608,Group 3
S06428800_20160927,Group 3
S06428800_20170915,Group 3
S06428800_20180628,Group 3
S06428800_20190612,Group 3
S06428800_20200609,Group 3
S06428800_20210921,Group 3
S06428800_20220624,Group 3
S06428800_20230703,Group 3
S06429845_20150608,Group 3
S06429845_20160927,Group 3
S06429845_20171016,Group 3
S06429845_20180628,Group 3
S06429845_20190612,Group 3
S06429845_20210831,Group 3
S06429845_20220614,Group 3
S06429845_20230703,Group 3
S06433920_20150609,Group 3
S06433920_20160930,Group 3
S06433920_20170914,Group 3
S06433920_20180629,Group 3
S06433920_20190613,Group 3
S06433920_20200609,Group 3
S06435450_20080716,Group 3
S06435450_20100708,Group 3
S06435450_20110825,Group 3
S06435450_20120604,Group 3
S06435450_20130626,Group 3
S06435450_20140702,Group 3
S06435450_20150609,Group 3
S06435450_20160916,Group 3
S06435450_20170914,Group 3
S06435450_20180629,Group 3
S06435450_20200423,Group 3
S06435450_20210422,Group 3
S06435450_20220603,Group 3
S06435450_20230525,Group 3
S06436900_20090910,Group 3
S06436900_20210818,Group 3
S06437950_20150610,Group 3
S06437950_20161003,Group 3
S06437950_20170913,Group 3
S06437950_20180626,Group 3
S06437950_20190614,Group 3
S06438560_20220901,Group 3
S06438570_20220831,Group 3
S06438710_20160926,Group 2
S06438710_20170802,Group 2
S06438710_20190815,Group 2
S06438710_20200907,Group 2
S06438800_20210922,Group 3
S06438900_20080717,Group 3
S06438900_20090723,Group 3
S06438900_20100708,Group 3
S06438900_20120606,Group 3
S06438900_20130626,Group 3
S06438900_20140624,Group 3
S06438900_20150610,Group 3
S06438900_20161004,Group 3
S06438900_20170913,Group 3
S06438900_20180626,Group 3
S06438900_20190606,Group 3
S06438900_20200422,Group 3
S06438900_20210421,Group 3
S06438900_20220719,Group 3
S06438900_20230524,Group 3
S06439460_20080717,Group 3
S06439460_20090723,Group 3
S06439460_20100708,Group 3
S06439460_20120606,Group 3
S06439460_20130806,Group 3
S06439460_20140624,Group 3
S06439460_20150610,Group 3
S06439460_20161004,Group 3
S06439460_20170913,Group 3
S06439460_20180627,Group 3
S06439460_20190606,Group 3
S06439460_20210818,Group 3
S06439460_20220719,Group 3
S06439460_20230609,Group 3
S06439900_20100804,Group 4
S06439900_20130627,Group 4
S06439900_20140624,Group 4
S06439900_20160916,Group 4
S06439900_20180628,Group 4
S06439900_20190628,Group 4
S06439900_20200603,Group 4
S06439900_20210618,Group 4
S06439900_20220427,Group 4
S06439900_20230511,Group 4
S06440215_20150820,Group 2
S06440250_20160916,Group 3
S06440250_20170913,Group 3
S06440250_20180920,Group 3
S06440250_20190613,Group 3
S06440250_20200423,Group 3
S06440250_20210923,Group 3
S06440370_20120604,Group 3
S06440370_20130626,Group 3
S06440370_20150610,Group 3
S06440370_20160713,Group 3
S06440370_20180911,Group 3
S06440370_20200724,Group 3
S06440370_20210503,Group 3
S06440370_20220603,Group 3
S06440445_20080717,Group 3
S06440445_20100708,Group 3
S06440445_20110825,Group 3
S06440445_20130806,Group 3
S06440445_20140624,Group 3
S06440445_20150610,Group 3
S06440445_20161003,Group 3
S06440445_20170913,Group 3
S06440445_20180627,Group 3
S06440445_20190627,Group 3
S06440445_20200424,Group 3
S06440445_20220603,Group 3
S06440445_20230525,Group 3
S06440750_20180627,Group 3
S06440750_20190606,Group 3
S06440750_20200422,Group 3
S06440770_20160916,Group 3
S06440770_20170912,Group 3
S06440770_20180627,Group 3
S06440770_20190606,Group 3
S06440770_20200422,Group 3
S06440770_20210422,Group 3
S06440770_20220427,Group 3
S06440770_20230524,Group 3
S06440950_20150706,Group 3
S06446330_20220623,Group 2
S06446330_20230620,Group 2
S06446401_20210818,Group 2
S06446401_20230712,Group 2
S06446600_20161004,Group 2
S06446600_20170905,Group 2
S06446600_20180626,Group 2
S06446600_20190605,Group 2
S06446600_20200421,Group 2
S06446600_20210421,Group 2
S06446600_20220610,Group 2
S06446600_20230524,Group 2
S06448560_20160928,Group 2
S06448950_20160928,Group 2
S06449435_20150729,Group 2
S06450600_20120801,Group 2
S06450600_20130906,Group 2
S06450600_20140701,Group 2
S06450600_20150604,Group 2
S06450600_20160708,Group 2
S06450600_20170615,Group 2
S06450600_20180731,Group 2
S06450600_20190719,Group 2
S06450600_20210615,Group 2
S06450600_20220621,Group 2
S06451100_20160928,Group 2
S06451450_20160928,Group 2
S06453450_20210902,Group 2
S06453450_20220531,Group 2
S06453450_20230621,Group 2
S06453950_20200708,Group 2
S06455050_20160729,Group 4
S06455050_20200610,Group 4
S06455050_20210616,Group 4
S06455100_20190626,Group 2
S06455130_20130702,Group 3
S06455130_20140612,Group 3
S06455130_20150807,Group 3
S06455150_20130702,Group 3
S06455150_20140612,Group 3
S06455150_20190627,Group 3
S06455460_20130702,Group 3
S06455480_20130723,Group 3
S06455490_20130724,Group 3
S06455530_20130703,Group 3
S06455530_20140611,Group 3
S06455530_20150808,Group 3
S06455530_20190625,Group 3
S06455540_20130703,Group 3
S06455540_20210902,Group 3
S06455540_20230608,Group 3
S06455610_20140612,Group 4
S06455610_20150812,Group 4
S06455610_20190627,Group 4
S06455620_20130703,Group 4
S06455620_20140611,Group 4
S06455620_20150813,Group 4
S06455620_20190627,Group 4
S06455640_20140611,Group 4
S06455640_20150812,Group 4
S06455640_20190627,Group 4
S06455660_20140611,Group 4
S06455660_20150813,Group 4
S06455700_20130702,Group 3
S06455700_20140611,Group 3
S06455700_20150807,Group 3
S06455700_20190625,Group 3
S06455950_20140611,Group 3
S06455950_20150603,Group 3
S06455950_20150807,Group 3
S06455950_20160929,Group 3
S06455950_20170906,Group 3
S06455950_20180627,Group 3
S06455950_20190710,Group 3
S06455950_20200505,Group 3
S06455950_20210923,Group 3
S06455950_20220602,Group 3
S06455950_20230523,Group 3
S06456100_20140611,Group 3
S06456100_20150807,Group 3
S06456100_20190625,Group 3
S06456450_20150807,Group 3
S06456450_20190626,Group 3
S06456610_20080719,Group 3
S06456610_20090722,Group 3
S06456610_20100707,Group 3
S06456610_20120731,Group 3
S06456610_20130624,Group 3
S06456610_20140630,Group 3
S06456610_20150602,Group 3
S06456610_20160929,Group 3
S06456610_20170905,Group 3
S06456610_20180627,Group 3
S06456610_20200717,Group 3
S06456610_20210902,Group 3
S06456610_20220602,Group 3
S06456610_20230608,Group 3
S06456620_20140610,Group 3
S06456620_20150808,Group 3
S06456620_20190626,Group 3
S06456700_20130704,Group 3
S06456700_20140610,Group 3
S06456700_20150808,Group 3
S06456700_20190626,Group 3
S06457310_20130703,Group 3
S06457310_20140612,Group 3
S06457310_20150601,Group 3
S06457310_20150810,Group 3
S06457310_20180626,Group 3
S06457310_20190626,Group 3
S06457310_20200428,Group 3
S06457440_20130703,Group 3
S06457440_20140612,Group 3
S06457440_20150812,Group 3
S06457440_20190625,Group 3
S06458180_20130704,Group 3
S06458300_20130724,Group 3
S06458450_20080719,Group 3
S06458450_20090722,Group 3
S06458450_20100707,Group 3
S06458450_20110824,Group 3
S06458450_20120731,Group 3
S06458450_20130624,Group 3
S06458450_20140630,Group 3
S06458450_20150602,Group 3
S06458450_20160928,Group 3
S06458450_20170905,Group 3
S06458450_20180626,Group 3
S06458450_20190625,Group 3
S06458450_20210909,Group 3
S06458450_20220603,Group 3
S06458450_20230719,Group 3
S06459990_20130703,Group 4
S06459990_20140612,Group 4
S06459990_20150811,Group 4
S06459990_20190627,Group 4
S06460650_20140611,Group 3
S06460650_20190625,Group 3
S06460850_20130703,Group 3
S06460850_20140611,Group 3
S06460850_20150810,Group 3
S06460850_20190625,Group 3
S06460950_20140611,Group 3
S06460950_20150602,Group 3
S06460950_20150808,Group 3
S06460950_20170906,Group 3
S06460950_20180627,Group 3
S06460950_20190627,Group 3
S06460950_20200813,Group 3
S06460950_20210922,Group 3
S06460950_20220603,Group 3
S06460950_20230718,Group 3
S06462450_20210819,Group 3
S06462450_20220622,Group 3
S06462450_20230620,Group 3
S06462700_20190815,Group 2
S06462700_20200907,Group 2
S06462700_20210908,Group 2
S06462931_20210906,Group 2
S06462950_20080716,Group 2
S06462950_20090723,Group 2
S06462950_20100707,Group 2
S06462950_20110823,Group 2
S06462950_20120604,Group 2
S06462950_20140702,Group 2
S06462950_20150629,Group 2
S06462950_20160907,Group 2
S06462950_20170906,Group 2
S06462950_20180920,Group 2
S06462950_20190614,Group 2
S06462950_20200602,Group 2
S06462950_20210430,Group 2
S06462950_20220623,Group 2
S06462950_20230713,Group 2
S06463600_20120605,Group 4
S06463600_20130805,Group 4
S06463600_20140702,Group 4
S06463600_20150609,Group 4
S06463600_20160712,Group 4
S06463600_20180731,Group 4
S06463600_20190726,Group 4
S06463600_20200724,Group 4
S06463600_20210629,Group 4
S06463600_20220719,Group 4
S06463810_20150625,Group 4
S06463970_20210923,Group 2
S06464775_20120605,Group 4
S06464775_20130807,Group 4
S06464775_20170620,Group 4
S06464775_20180731,Group 4
S06464775_20200724,Group 4
S06464775_20210629,Group 4
S06464775_20220719,Group 4
S06464800_20080716,Group 4
S06464800_20090723,Group 4
S06464800_20100708,Group 4
S06464800_20110825,Group 4
S06464800_20120605,Group 4
S06464800_20130807,Group 4
S06464800_20150606,Group 4
S06464800_20160912,Group 4
S06464800_20170630,Group 4
S06464800_20190827,Group 4
S06464800_20210817,Group 4
S06464800_20220615,Group 4
S06464850_20080723,Group 3
S06464850_20090929,Group 3
S06464850_20100804,Group 3
S06464850_20110718,Group 3
S06464850_20130805,Group 3
S06464850_20140703,Group 3
S06464850_20150609,Group 3
S06464850_20160909,Group 3
S06464850_20170630,Group 3
S06464850_20190605,Group 3
S06464850_20200421,Group 3
S06464850_20210421,Group 3
S06464850_20220617,Group 3
S06465160_20150715,Group 2
S06465160_20160705,Group 2
S06465180_20150708,Group 2
S06465180_20160721,Group 2
S06466250_20150722,Group 2
S06466250_20170802,Group 2
S06466250_20190814,Group 2
S06466250_20200908,Group 2
S06466250_20210922,Group 2
S06466525_20150629,Group 2
S06466525_20160712,Group 2
S06466525_20170904,Group 2
S06466525_20180917,Group 2
S06466525_20190604,Group 2
S06466525_20200922,Group 2
S06466525_20210831,Group 2
S06466525_20220621,Group 2
S06466525_20230622,Group 2
S06466950_20150722,Group 2
S06466950_20170802,Group 2
S06466950_20190814,Group 2
S06466950_20200908,Group 2
S06466950_20210922,Group 2
S06467700_20150706,Group 2
S06467700_20160719,Group 2
S06468000_20080805,Group 2
S06468000_20090724,Group 2
S06468000_20100708,Group 2
S06468000_20110825,Group 2
S06468000_20120725,Group 2
S06468000_20130805,Group 2
S06468000_20140626,Group 2
S06468000_20160712,Group 2
S06468000_20170627,Group 2
S06468000_20180629,Group 2
S06468000_20190920,Group 2
S06468000_20200528,Group 2
S06468000_20210701,Group 2
S06468000_20220609,Group 2
S06468000_20230523,Group 2
